book_id,work_id,title,author_id,author_name,genre,pub_year,series,series_index,format
b_003305,w_01647,Mythos: Mirror (Book 6),a_0266,Cameron Walker,Science Fiction,2002,The Winter Forest Saga,6,ebook
b_003306,w_01647,Mythos: Mirror (Book 6),a_0266,Cameron Walker,Science Fiction,2002,The Winter Forest Saga,6,hardcover
b_003307,w_01647,Mythos: Mirror (Book 6),a_0266,Cameron Walker,Science Fiction,2002,The Winter Forest Saga,6,paperback
b_003308,w_01648,Emerald Phoenix (Book 1),a_0194,Morgan Miller,Classics,2004,The Shadow Mirror Saga,1,hardcover
b_003309,w_01648,Emerald Phoenix (Book 1),a_0194,Morgan Miller,Classics,2004,The Shadow Mirror Saga,1,ebook
b_003310,w_01649,Solara: Legacy (Book 2),a_0301,Reese Clark,Science Fiction,1989,The Shadow Mirror Saga,2,ebook
b_003311,w_01650,The Quest of Avalon (Book 1),a_0218,Riley Lopez,Fantasy,2021,The Storm Legacy Saga,1,hardcover
b_003312,w_01650,The Quest of Avalon (Book 1),a_0218,Riley Lopez,Fantasy,2021,The Storm Legacy Saga,1,ebook
b_003313,w_01651,Nemoris: Kingdom (Book 2),a_0570,Quinn Johnson,Mystery,2007,The Storm Legacy Saga,2,ebook
b_003314,w_01652,Winter Empire (Book 3),a_0288,Sam White,History,1986,The Storm Legacy Saga,3,hardcover
b_003315,w_01652,Winter Empire (Book 3),a_0288,Sam White,History,1986,The Storm Legacy Saga,3,ebook
b_003316,w_01653,The Secret of Eldoria (Book 4),a_0224,Riley Perez,Horror,2021,The Storm Legacy Saga,4,hardcover
b_003317,w_01654,The Chronicle of Valeria (Book 5),a_0375,Skyler Davis,Biography,2013,The Storm Legacy Saga,5,hardcover
b_003318,w_01655,The Crown of Solara,a_0530,Drew White,Mystery,1990,,0,ebook
b_003319,w_01655,The Crown of Solara,a_0530,Drew White,Mystery,1990,,0,hardcover
b_003320,w_01656,Shadow Prophecy,a_0191,Kendall Jones,Thriller,2000,,0,paperback
b_003321,w_01656,Shadow Prophecy,a_0191,Kendall Jones,Thriller,2000,,0,ebook
b_003322,w_01657,Eldoria: Crown,a_0657,Logan White,Business,1997,,0,paperback
b_003323,w_01658,Avalon: Sea,a_0324,Riley Allen,Philosophy,1999,,0,paperback
b_003324,w_01659,The Legacy of Aramoor,a_0462,Drew Wilson,Classics,1997,,0,ebook
b_003325,w_01660,The Labyrinth of Valeria,a_0670,Quinn Lewis,Science Fiction,1998,,0,ebook
b_003326,w_01661,The Sea of Aramoor,a_0302,Sage Anderson,Self-Help,2018,,0,hardcover
b_003327,w_01662,Solara: Kingdom,a_0139,Logan Walker,Poetry,1981,,0,paperback
b_003328,w_01663,The Quest of Eldoria (Book 1),a_0523,Avery Hernandez,Young Adult,2012,The Wicked Throne Saga,1,hardcover
b_003329,w_01663,The Quest of Eldoria (Book 1),a_0523,Avery Hernandez,Young Adult,2012,The Wicked Throne Saga,1,paperback
b_003330,w_01664,The Crown of Avalon (Book 2),a_0004,Peyton Brown,Mystery,2024,The Wicked Throne Saga,2,paperback
b_003331,w_01665,The Code of Veridian (Book 3),a_0320,Reese Moore,Philosophy,1999,The Wicked Throne Saga,3,hardcover
b_003332,w_01665,The Code of Veridian (Book 3),a_0320,Reese Moore,Philosophy,1999,The Wicked Throne Saga,3,paperback
b_003333,w_01666,Eldoria: River (Book 1),a_0685,Jamie White,Biography,1990,The Golden Kingdom Saga,1,ebook
b_003334,w_01666,Eldoria: River (Book 1),a_0685,Jamie White,Biography,1990,The Golden Kingdom Saga,1,paperback
b_003335,w_01667,The Sea of Nemoris (Book 2),a_0290,Logan Perez,Fantasy,1999,The Golden Kingdom Saga,2,ebook
b_003336,w_01667,The Sea of Nemoris (Book 2),a_0290,Logan Perez,Fantasy,1999,The Golden Kingdom Saga,2,hardcover
b_003337,w_01668,The Legacy of Valeria (Book 3),a_0478,Morgan Johnson,Thriller,2017,The Golden Kingdom Saga,3,ebook
b_003338,w_01668,The Legacy of Valeria (Book 3),a_0478,Morgan Johnson,Thriller,2017,The Golden Kingdom Saga,3,hardcover
b_003339,w_01669,Veridian: Empire,a_0367,Sam Young,Biography,2000,,0,paperback
b_003340,w_01670,Silent Prophecy (Book 1),a_0150,Peyton Young,Science Fiction,1995,The Hidden Crown Saga,1,paperback
b_003341,w_01670,Silent Prophecy (Book 1),a_0150,Peyton Young,Science Fiction,1995,The Hidden Crown Saga,1,hardcover
b_003342,w_01670,Silent Prophecy (Book 1),a_0150,Peyton Young,Science Fiction,1995,The Hidden Crown Saga,1,ebook
b_003343,w_01671,Sacred Mirror (Book 2),a_0222,Alex Jones,Historical,1991,The Hidden Crown Saga,2,paperback
b_003344,w_01671,Sacred Mirror (Book 2),a_0222,Alex Jones,Historical,1991,The Hidden Crown Saga,2,ebook
b_003345,w_01672,The Prophecy of Avalon (Book 3),a_0366,Logan Walker,History,2020,The Hidden Crown Saga,3,paperback
b_003346,w_01672,The Prophecy of Avalon (Book 3),a_0366,Logan Walker,History,2020,The Hidden Crown Saga,3,hardcover
b_003347,w_01672,The Prophecy of Avalon (Book 3),a_0366,Logan Walker,History,2020,The Hidden Crown Saga,3,ebook
b_003348,w_01673,The Legacy of Solara (Book 1),a_0072,Logan White,Philosophy,2011,The Midnight Throne Saga,1,paperback
b_003349,w_01673,The Legacy of Solara (Book 1),a_0072,Logan White,Philosophy,2011,The Midnight Throne Saga,1,ebook
b_003350,w_01673,The Legacy of Solara (Book 1),a_0072,Logan White,Philosophy,2011,The Midnight Throne Saga,1,hardcover
b_003351,w_01674,Eldoria: Forest (Book 2),a_0290,Logan Perez,Science Fiction,1998,The Midnight Throne Saga,2,hardcover
b_003352,w_01675,The Legacy of Solara (Book 3),a_0290,Logan Perez,Children,1989,The Midnight Throne Saga,3,paperback
b_003353,w_01676,Sacred Chronicle (Book 4),a_0584,Peyton Smith,Graphic Novels,2018,The Midnight Throne Saga,4,ebook
b_003354,w_01676,Sacred Chronicle (Book 4),a_0584,Peyton Smith,Graphic Novels,2018,The Midnight Throne Saga,4,paperback
b_003355,w_01677,Eternal Secret (Book 5),a_0086,Drew Young,Self-Help,2007,The Midnight Throne Saga,5,hardcover
b_003356,w_01677,Eternal Secret (Book 5),a_0086,Drew Young,Self-Help,2007,The Midnight Throne Saga,5,paperback
b_003357,w_01678,The Star of Avalon (Book 1),a_0589,Riley Martin,Graphic Novels,2011,The Summer Prophecy Saga,1,paperback
b_003358,w_01678,The Star of Avalon (Book 1),a_0589,Riley Martin,Graphic Novels,2011,The Summer Prophecy Saga,1,ebook
b_003359,w_01679,The River of Drakenfell (Book 2),a_0287,Logan Clark,Thriller,1983,The Summer Prophecy Saga,2,hardcover
b_003360,w_01680,The Blade of Valeria (Book 3),a_0455,Kendall Taylor,Self-Help,1989,The Summer Prophecy Saga,3,ebook
b_003361,w_01680,The Blade of Valeria (Book 3),a_0455,Kendall Taylor,Self-Help,1989,The Summer Prophecy Saga,3,hardcover
b_003362,w_01681,Crescent Star (Book 1),a_0389,Avery Young,Philosophy,1991,The Silent Quest Saga,1,ebook
b_003363,w_01682,Silver Legacy (Book 2),a_0209,Morgan Martinez,Historical,1993,The Silent Quest Saga,2,paperback
b_003364,w_01682,Silver Legacy (Book 2),a_0209,Morgan Martinez,Historical,1993,The Silent Quest Saga,2,hardcover
b_003365,w_01682,Silver Legacy (Book 2),a_0209,Morgan Martinez,Historical,1993,The Silent Quest Saga,2,ebook
b_003366,w_01683,Broken Kingdom (Book 3),a_0651,Quinn Miller,History,1996,The Silent Quest Saga,3,ebook
b_003367,w_01683,Broken Kingdom (Book 3),a_0651,Quinn Miller,History,1996,The Silent Quest Saga,3,paperback
b_003368,w_01684,Kynthos: Blade,a_0157,Logan Smith,Young Adult,2010,,0,hardcover
b_003369,w_01684,Kynthos: Blade,a_0157,Logan Smith,Young Adult,2010,,0,paperback
b_003370,w_01684,Kynthos: Blade,a_0157,Logan Smith,Young Adult,2010,,0,ebook
b_003371,w_01685,Kynthos: Star,a_0025,Skyler Perez,History,1980,,0,ebook
b_003372,w_01685,Kynthos: Star,a_0025,Skyler Perez,History,1980,,0,hardcover
b_003373,w_01686,Forgotten Quest,a_0525,Jamie Lopez,Historical,2018,,0,ebook
b_003374,w_01686,Forgotten Quest,a_0525,Jamie Lopez,Historical,2018,,0,paperback
b_003375,w_01686,Forgotten Quest,a_0525,Jamie Lopez,Historical,2018,,0,hardcover
b_003376,w_01687,Avalon: Secret,a_0435,Alex Martin,Philosophy,2008,,0,paperback
b_003377,w_01687,Avalon: Secret,a_0435,Alex Martin,Philosophy,2008,,0,hardcover
b_003378,w_01687,Avalon: Secret,a_0435,Alex Martin,Philosophy,2008,,0,ebook
b_003379,w_01688,The Code of Mythos (Book 1),a_0623,Casey King,Philosophy,1997,The Winter Quest Saga,1,hardcover
b_003380,w_01688,The Code of Mythos (Book 1),a_0623,Casey King,Philosophy,1997,The Winter Quest Saga,1,ebook
b_003381,w_01688,The Code of Mythos (Book 1),a_0623,Casey King,Philosophy,1997,The Winter Quest Saga,1,paperback
b_003382,w_01689,Silent Library (Book 2),a_0320,Reese Moore,Non-Fiction,2024,The Winter Quest Saga,2,hardcover
b_003383,w_01689,Silent Library (Book 2),a_0320,Reese Moore,Non-Fiction,2024,The Winter Quest Saga,2,ebook
b_003384,w_01689,Silent Library (Book 2),a_0320,Reese Moore,Non-Fiction,2024,The Winter Quest Saga,2,paperback
b_003385,w_01690,Kynthos: Empire (Book 3),a_0011,Peyton Hernandez,Self-Help,2020,The Winter Quest Saga,3,hardcover
b_003386,w_01691,Avalon: Song,a_0014,Alex Hall,Biography,2013,,0,hardcover
b_003387,w_01691,Avalon: Song,a_0014,Alex Hall,Biography,2013,,0,ebook
b_003388,w_01692,The Sea of Mythos,a_0303,Taylor Young,Self-Help,2000,,0,hardcover
b_003389,w_01693,Nemoris: Garden (Book 1),a_0174,Sage Brown,Children,2008,The Broken Kingdom Saga,1,paperback
b_003390,w_01693,Nemoris: Garden (Book 1),a_0174,Sage Brown,Children,2008,The Broken Kingdom Saga,1,ebook
b_003391,w_01694,Crimson Prophecy (Book 2),a_0645,Sam Lewis,History,1995,The Broken Kingdom Saga,2,hardcover
b_003392,w_01695,Nemoris: Sea (Book 3),a_0082,Alex Walker,Mystery,1983,The Broken Kingdom Saga,3,ebook
b_003393,w_01696,The Throne of Mythos (Book 1),a_0616,Harper Walker,Horror,1988,The Burning Labyrinth Saga,1,hardcover
b_003394,w_01697,Eternal Star (Book 1),a_0151,Alex Brown,Historical,1986,The Golden Legacy Saga,1,ebook
b_003395,w_01698,Golden Kingdom (Book 2),a_0083,Morgan Lee,Thriller,2002,The Golden Legacy Saga,2,hardcover
b_003396,w_01698,Golden Kingdom (Book 2),a_0083,Morgan Lee,Thriller,2002,The Golden Legacy Saga,2,ebook
b_003397,w_01699,The Garden of Nemoris (Book 3),a_0192,Taylor Perez,Thriller,1991,The Golden Legacy Saga,3,hardcover
b_003398,w_01700,The River of Eldoria (Book 1),a_0100,Rowan Young,Philosophy,2018,The Burning Kingdom Saga,1,paperback
b_003399,w_01700,The River of Eldoria (Book 1),a_0100,Rowan Young,Philosophy,2018,The Burning Kingdom Saga,1,hardcover
b_003400,w_01700,The River of Eldoria (Book 1),a_0100,Rowan Young,Philosophy,2018,The Burning Kingdom Saga,1,ebook
b_003401,w_01701,Lost Sea (Book 1),a_0280,Drew Lee,Science Fiction,1998,The Lost Prophecy Saga,1,hardcover
b_003402,w_01701,Lost Sea (Book 1),a_0280,Drew Lee,Science Fiction,1998,The Lost Prophecy Saga,1,paperback
b_003403,w_01702,The Prophecy of Aramoor (Book 2),a_0231,Jordan Wright,Self-Help,2022,The Lost Prophecy Saga,2,paperback
b_003404,w_01702,The Prophecy of Aramoor (Book 2),a_0231,Jordan Wright,Self-Help,2022,The Lost Prophecy Saga,2,hardcover
b_003405,w_01703,Drakenfell: Star (Book 3),a_0370,Peyton Smith,Business,2023,The Lost Prophecy Saga,3,paperback
b_003406,w_01703,Drakenfell: Star (Book 3),a_0370,Peyton Smith,Business,2023,The Lost Prophecy Saga,3,ebook
b_003407,w_01704,Broken Mirror (Book 4),a_0375,Skyler Davis,Fantasy,2023,The Lost Prophecy Saga,4,paperback
b_003408,w_01704,Broken Mirror (Book 4),a_0375,Skyler Davis,Fantasy,2023,The Lost Prophecy Saga,4,ebook
b_003409,w_01704,Broken Mirror (Book 4),a_0375,Skyler Davis,Fantasy,2023,The Lost Prophecy Saga,4,hardcover
b_003410,w_01705,Kynthos: Empire (Book 1),a_0000,Casey Smith,Children,1996,The Forgotten Garden Saga,1,ebook
b_003411,w_01705,Kynthos: Empire (Book 1),a_0000,Casey Smith,Children,1996,The Forgotten Garden Saga,1,paperback
b_003412,w_01705,Kynthos: Empire (Book 1),a_0000,Casey Smith,Children,1996,The Forgotten Garden Saga,1,hardcover
b_003413,w_01706,Sacred Garden (Book 2),a_0087,Reese White,Children,2014,The Forgotten Garden Saga,2,hardcover
b_003414,w_01707,The Crown of Valeria (Book 3),a_0113,Reese Moore,Non-Fiction,2018,The Forgotten Garden Saga,3,paperback
b_003415,w_01707,The Crown of Valeria (Book 3),a_0113,Reese Moore,Non-Fiction,2018,The Forgotten Garden Saga,3,hardcover
b_003416,w_01707,The Crown of Valeria (Book 3),a_0113,Reese Moore,Non-Fiction,2018,The Forgotten Garden Saga,3,ebook
b_003417,w_01708,Golden Sea (Book 4),a_0136,Skyler King,Poetry,1980,The Forgotten Garden Saga,4,paperback
b_003418,w_01708,Golden Sea (Book 4),a_0136,Skyler King,Poetry,1980,The Forgotten Garden Saga,4,hardcover
b_003419,w_01708,Golden Sea (Book 4),a_0136,Skyler King,Poetry,1980,The Forgotten Garden Saga,4,ebook
b_003420,w_01709,The Mirror of Drakenfell (Book 1),a_0065,Riley Lee,Biography,2010,The Eternal Phoenix Saga,1,hardcover
b_003421,w_01710,Silver River (Book 2),a_0220,Skyler Perez,Biography,2023,The Eternal Phoenix Saga,2,hardcover
b_003422,w_01710,Silver River (Book 2),a_0220,Skyler Perez,Biography,2023,The Eternal Phoenix Saga,2,paperback
b_003423,w_01711,Solara: Legacy (Book 3),a_0384,Peyton Johnson,Biography,1991,The Eternal Phoenix Saga,3,paperback
b_003424,w_01711,Solara: Legacy (Book 3),a_0384,Peyton Johnson,Biography,1991,The Eternal Phoenix Saga,3,hardcover
b_003425,w_01712,Mythos: Secret (Book 1),a_0216,Morgan Johnson,Self-Help,1980,The Eternal Phoenix Saga,1,paperback
b_003426,w_01713,Drakenfell: Garden (Book 2),a_0230,Cameron Wright,Horror,2002,The Eternal Phoenix Saga,2,hardcover
b_003427,w_01713,Drakenfell: Garden (Book 2),a_0230,Cameron Wright,Horror,2002,The Eternal Phoenix Saga,2,paperback
b_003428,w_01713,Drakenfell: Garden (Book 2),a_0230,Cameron Wright,Horror,2002,The Eternal Phoenix Saga,2,ebook
b_003429,w_01714,The Quest of Solara (Book 3),a_0328,Skyler White,Non-Fiction,2022,The Eternal Phoenix Saga,3,hardcover
b_003430,w_01714,The Quest of Solara (Book 3),a_0328,Skyler White,Non-Fiction,2022,The Eternal Phoenix Saga,3,paperback
b_003431,w_01714,The Quest of Solara (Book 3),a_0328,Skyler White,Non-Fiction,2022,The Eternal Phoenix Saga,3,ebook
b_003432,w_01715,The Code of Mythos (Book 4),a_0383,Alex Walker,Graphic Novels,2025,The Eternal Phoenix Saga,4,hardcover
b_003433,w_01715,The Code of Mythos (Book 4),a_0383,Alex Walker,Graphic Novels,2025,The Eternal Phoenix Saga,4,ebook
b_003434,w_01715,The Code of Mythos (Book 4),a_0383,Alex Walker,Graphic Novels,2025,The Eternal Phoenix Saga,4,paperback
b_003435,w_01716,The River of Nemoris,a_0231,Jordan Wright,Self-Help,2023,,0,ebook
b_003436,w_01716,The River of Nemoris,a_0231,Jordan Wright,Self-Help,2023,,0,paperback
b_003437,w_01716,The River of Nemoris,a_0231,Jordan Wright,Self-Help,2023,,0,hardcover
b_003438,w_01717,The Throne of Drakenfell,a_0155,Logan Wright,Graphic Novels,1992,,0,ebook
b_003439,w_01717,The Throne of Drakenfell,a_0155,Logan Wright,Graphic Novels,1992,,0,hardcover
b_003440,w_01718,The Crown of Solara,a_0286,Quinn Clark,Classics,1988,,0,ebook
b_003441,w_01718,The Crown of Solara,a_0286,Quinn Clark,Classics,1988,,0,hardcover
b_003442,w_01719,Silver Code (Book 1),a_0016,Quinn Anderson,Biography,2013,The Shadow Phoenix Saga,1,hardcover
b_003443,w_01719,Silver Code (Book 1),a_0016,Quinn Anderson,Biography,2013,The Shadow Phoenix Saga,1,paperback
b_003444,w_01720,Drakenfell: Garden (Book 2),a_0344,Jamie Thomas,Classics,2015,The Shadow Phoenix Saga,2,paperback
b_003445,w_01721,The Mirror of Avalon (Book 1),a_0658,Jamie Martin,Historical,2019,The Crimson Kingdom Saga,1,paperback
b_003446,w_01721,The Mirror of Avalon (Book 1),a_0658,Jamie Martin,Historical,2019,The Crimson Kingdom Saga,1,hardcover
b_003447,w_01721,The Mirror of Avalon (Book 1),a_0658,Jamie Martin,Historical,2019,The Crimson Kingdom Saga,1,ebook
b_003448,w_01722,The Star of Drakenfell (Book 2),a_0278,Harper Clark,Romance,2000,The Crimson Kingdom Saga,2,paperback
b_003449,w_01722,The Star of Drakenfell (Book 2),a_0278,Harper Clark,Romance,2000,The Crimson Kingdom Saga,2,hardcover
b_003450,w_01723,Veridian: Secret (Book 3),a_0075,Alex Clark,History,2011,The Crimson Kingdom Saga,3,paperback
b_003451,w_01724,The Empire of Mythos (Book 6),a_0494,Kendall Martinez,Philosophy,2004,The Shadow Phoenix Saga,6,paperback
b_003452,w_01725,Broken Phoenix,a_0088,Avery Miller,Children,1997,,0,hardcover
b_003453,w_01725,Broken Phoenix,a_0088,Avery Miller,Children,1997,,0,ebook
b_003454,w_01726,Kynthos: Quest (Book 1),a_0135,Quinn Hernandez,Non-Fiction,2010,The Sacred Library Saga,1,paperback
b_003455,w_01727,The Throne of Drakenfell (Book 2),a_0102,Peyton Hall,History,1988,The Sacred Library Saga,2,ebook
b_003456,w_01727,The Throne of Drakenfell (Book 2),a_0102,Peyton Hall,History,1988,The Sacred Library Saga,2,paperback
b_003457,w_01727,The Throne of Drakenfell (Book 2),a_0102,Peyton Hall,History,1988,The Sacred Library Saga,2,hardcover
b_003458,w_01728,Sacred Legacy (Book 3),a_0618,Logan Thomas,Historical,2025,The Sacred Library Saga,3,hardcover
b_003459,w_01728,Sacred Legacy (Book 3),a_0618,Logan Thomas,Historical,2025,The Sacred Library Saga,3,paperback
b_003460,w_01729,The Forest of Solara (Book 1),a_0686,Cameron Rodriguez,Horror,1981,The Lost Quest Saga,1,hardcover
b_003461,w_01729,The Forest of Solara (Book 1),a_0686,Cameron Rodriguez,Horror,1981,The Lost Quest Saga,1,ebook
b_003462,w_01730,The River of Nemoris (Book 2),a_0398,Casey Hall,Non-Fiction,1980,The Lost Quest Saga,2,ebook
b_003463,w_01730,The River of Nemoris (Book 2),a_0398,Casey Hall,Non-Fiction,1980,The Lost Quest Saga,2,paperback
b_003464,w_01730,The River of Nemoris (Book 2),a_0398,Casey Hall,Non-Fiction,1980,The Lost Quest Saga,2,hardcover
b_003465,w_01731,Mythos: Chronicle (Book 3),a_0432,Skyler Thompson,Young Adult,2013,The Lost Quest Saga,3,hardcover
b_003466,w_01731,Mythos: Chronicle (Book 3),a_0432,Skyler Thompson,Young Adult,2013,The Lost Quest Saga,3,ebook
b_003467,w_01732,The Quest of Veridian (Book 4),a_0451,Alex Brown,Non-Fiction,1999,The Lost Quest Saga,4,hardcover
b_003468,w_01733,Aramoor: Blade,a_0427,Kendall Wilson,Historical,2019,,0,paperback
b_003469,w_01733,Aramoor: Blade,a_0427,Kendall Wilson,Historical,2019,,0,hardcover
b_003470,w_01733,Aramoor: Blade,a_0427,Kendall Wilson,Historical,2019,,0,ebook
b_003471,w_01734,The Blade of Drakenfell (Book 1),a_0380,Logan Wilson,Philosophy,2010,The Silent Blade Saga,1,hardcover
b_003472,w_01735,Crimson Kingdom (Book 2),a_0690,Casey Wright,Non-Fiction,1985,The Silent Blade Saga,2,ebook
b_003473,w_01735,Crimson Kingdom (Book 2),a_0690,Casey Wright,Non-Fiction,1985,The Silent Blade Saga,2,paperback
b_003474,w_01735,Crimson Kingdom (Book 2),a_0690,Casey Wright,Non-Fiction,1985,The Silent Blade Saga,2,hardcover
b_003475,w_01736,Lost Secret (Book 3),a_0513,Sam Smith,Science Fiction,2025,The Silent Blade Saga,3,hardcover
b_003476,w_01737,Golden Legacy (Book 4),a_0061,Morgan Walker,Non-Fiction,1982,The Silent Blade Saga,4,paperback
b_003477,w_01737,Golden Legacy (Book 4),a_0061,Morgan Walker,Non-Fiction,1982,The Silent Blade Saga,4,ebook
b_003478,w_01738,The Blade of Solara,a_0274,Peyton Clark,Young Adult,2002,,0,paperback
b_003479,w_01739,Kynthos: Blade,a_0682,Sage Walker,Science Fiction,2018,,0,paperback
b_003480,w_01740,The Kingdom of Mythos (Book 1),a_0282,Quinn Anderson,Historical,1997,The Crimson Quest Saga,1,ebook
b_003481,w_01741,Storm Library (Book 2),a_0142,Avery Garcia,Mystery,2004,The Crimson Quest Saga,2,ebook
b_003482,w_01741,Storm Library (Book 2),a_0142,Avery Garcia,Mystery,2004,The Crimson Quest Saga,2,paperback
b_003483,w_01741,Storm Library (Book 2),a_0142,Avery Garcia,Mystery,2004,The Crimson Quest Saga,2,hardcover
b_003484,w_01742,The Sea of Drakenfell (Book 1),a_0607,Cameron Anderson,Young Adult,2001,The Sacred Crown Saga,1,hardcover
b_003485,w_01742,The Sea of Drakenfell (Book 1),a_0607,Cameron Anderson,Young Adult,2001,The Sacred Crown Saga,1,paperback
b_003486,w_01743,Mythos: Song (Book 1),a_0436,Harper Davis,Classics,2004,The Autumn River Saga,1,paperback
b_003487,w_01743,Mythos: Song (Book 1),a_0436,Harper Davis,Classics,2004,The Autumn River Saga,1,hardcover
b_003488,w_01743,Mythos: Song (Book 1),a_0436,Harper Davis,Classics,2004,The Autumn River Saga,1,ebook
b_003489,w_01744,Emerald Kingdom (Book 2),a_0393,Casey Thompson,Philosophy,2017,The Autumn River Saga,2,ebook
b_003490,w_01744,Emerald Kingdom (Book 2),a_0393,Casey Thompson,Philosophy,2017,The Autumn River Saga,2,hardcover
b_003491,w_01744,Emerald Kingdom (Book 2),a_0393,Casey Thompson,Philosophy,2017,The Autumn River Saga,2,paperback
b_003492,w_01745,The Garden of Kynthos (Book 3),a_0294,Kendall White,Biography,2022,The Autumn River Saga,3,hardcover
b_003493,w_01745,The Garden of Kynthos (Book 3),a_0294,Kendall White,Biography,2022,The Autumn River Saga,3,ebook
b_003494,w_01746,The Phoenix of Eldoria (Book 4),a_0087,Reese White,Business,2019,The Autumn River Saga,4,paperback
b_003495,w_01747,Shadow Legacy,a_0268,Sage Lee,Thriller,2009,,0,ebook
b_003496,w_01747,Shadow Legacy,a_0268,Sage Lee,Thriller,2009,,0,paperback
b_003497,w_01748,Solara: Throne,a_0306,Avery Miller,Self-Help,2003,,0,hardcover
b_003498,w_01748,Solara: Throne,a_0306,Avery Miller,Self-Help,2003,,0,ebook
b_003499,w_01748,Solara: Throne,a_0306,Avery Miller,Self-Help,2003,,0,paperback
b_003500,w_01749,The Mirror of Avalon,a_0651,Quinn Miller,Children,2010,,0,ebook
b_003501,w_01749,The Mirror of Avalon,a_0651,Quinn Miller,Children,2010,,0,hardcover
b_003502,w_01750,Broken River,a_0215,Quinn Young,Classics,2023,,0,hardcover
b_003503,w_01750,Broken River,a_0215,Quinn Young,Classics,2023,,0,paperback
b_003504,w_01750,Broken River,a_0215,Quinn Young,Classics,2023,,0,ebook
b_003505,w_01751,Veridian: Garden (Book 1),a_0104,Rowan Perez,Classics,2003,The Shadow Garden Saga,1,hardcover
b_003506,w_01752,Golden Phoenix (Book 2),a_0299,Sam Clark,Young Adult,1982,The Shadow Garden Saga,2,paperback
b_003507,w_01752,Golden Phoenix (Book 2),a_0299,Sam Clark,Young Adult,1982,The Shadow Garden Saga,2,hardcover
b_003508,w_01753,Emerald Forest (Book 3),a_0697,Avery Miller,Romance,1985,The Shadow Garden Saga,3,hardcover
b_003509,w_01754,Avalon: Throne (Book 4),a_0337,Jamie Wilson,Young Adult,2009,The Shadow Garden Saga,4,hardcover
b_003510,w_01755,Silver Throne (Book 5),a_0265,Sage Hernandez,Self-Help,2017,The Shadow Garden Saga,5,ebook
b_003511,w_01755,Silver Throne (Book 5),a_0265,Sage Hernandez,Self-Help,2017,The Shadow Garden Saga,5,hardcover
b_003512,w_01756,Kynthos: Forest (Book 6),a_0466,Peyton Hall,Philosophy,2019,The Shadow Garden Saga,6,paperback
b_003513,w_01756,Kynthos: Forest (Book 6),a_0466,Peyton Hall,Philosophy,2019,The Shadow Garden Saga,6,ebook
b_003514,w_01756,Kynthos: Forest (Book 6),a_0466,Peyton Hall,Philosophy,2019,The Shadow Garden Saga,6,hardcover
b_003515,w_01757,The Blade of Eldoria (Book 1),a_0454,Jamie Martinez,Graphic Novels,1988,The Broken Library Saga,1,hardcover
b_003516,w_01757,The Blade of Eldoria (Book 1),a_0454,Jamie Martinez,Graphic Novels,1988,The Broken Library Saga,1,paperback
b_003517,w_01758,Kynthos: River (Book 2),a_0209,Morgan Martinez,Thriller,2010,The Broken Library Saga,2,ebook
b_003518,w_01758,Kynthos: River (Book 2),a_0209,Morgan Martinez,Thriller,2010,The Broken Library Saga,2,paperback
b_003519,w_01758,Kynthos: River (Book 2),a_0209,Morgan Martinez,Thriller,2010,The Broken Library Saga,2,hardcover
b_003520,w_01759,Sacred Legacy (Book 3),a_0677,Kendall Martinez,Children,1981,The Broken Library Saga,3,paperback
b_003521,w_01759,Sacred Legacy (Book 3),a_0677,Kendall Martinez,Children,1981,The Broken Library Saga,3,ebook
b_003522,w_01759,Sacred Legacy (Book 3),a_0677,Kendall Martinez,Children,1981,The Broken Library Saga,3,hardcover
b_003523,w_01760,Fallen Forest (Book 1),a_0415,Harper Smith,Science Fiction,2012,The Storm Secret Saga,1,hardcover
b_003524,w_01760,Fallen Forest (Book 1),a_0415,Harper Smith,Science Fiction,2012,The Storm Secret Saga,1,paperback
b_003525,w_01760,Fallen Forest (Book 1),a_0415,Harper Smith,Science Fiction,2012,The Storm Secret Saga,1,ebook
b_003526,w_01761,Kynthos: Song (Book 1),a_0040,Avery Clark,Poetry,2003,The Wicked Song Saga,1,ebook
b_003527,w_01761,Kynthos: Song (Book 1),a_0040,Avery Clark,Poetry,2003,The Wicked Song Saga,1,paperback
b_003528,w_01761,Kynthos: Song (Book 1),a_0040,Avery Clark,Poetry,2003,The Wicked Song Saga,1,hardcover
b_003529,w_01762,The Star of Nemoris (Book 2),a_0285,Riley Garcia,Philosophy,1996,The Wicked Song Saga,2,paperback
b_003530,w_01763,The River of Drakenfell (Book 3),a_0646,Drew Wright,Fantasy,2015,The Wicked Song Saga,3,hardcover
b_003531,w_01763,The River of Drakenfell (Book 3),a_0646,Drew Wright,Fantasy,2015,The Wicked Song Saga,3,paperback
b_003532,w_01763,The River of Drakenfell (Book 3),a_0646,Drew Wright,Fantasy,2015,The Wicked Song Saga,3,ebook
b_003533,w_01764,Veridian: Blade (Book 4),a_0275,Avery Taylor,Horror,1993,The Wicked Song Saga,4,hardcover
b_003534,w_01765,The Star of Mythos (Book 5),a_0397,Sage White,Philosophy,2021,The Wicked Song Saga,5,paperback
b_003535,w_01765,The Star of Mythos (Book 5),a_0397,Sage White,Philosophy,2021,The Wicked Song Saga,5,ebook
b_003536,w_01765,The Star of Mythos (Book 5),a_0397,Sage White,Philosophy,2021,The Wicked Song Saga,5,hardcover
